                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    316,                0.27701,                0.22387,                 0.9131,                0.97541,                 0.9905,                0.99345,                 0.9831,                0.21007,                0.16543,                 0.8135,               0.003763,               0.003763,               0.003763
                    317,                0.27302,                0.22588,                0.90044,                0.97653,                0.99083,                0.99366,                0.98215,                 0.2075,                0.16247,                0.81169,              0.0037432,              0.0037432,              0.0037432
                    318,                0.28943,                 0.2352,                0.90833,                0.98041,                 0.9871,                 0.9939,                0.98316,                0.20804,                0.16672,                0.81231,              0.0037234,              0.0037234,              0.0037234
                    319,                0.28719,                0.22591,                0.91504,                0.97644,                0.98645,                0.99366,                0.98251,                0.20993,                0.16822,                0.81446,              0.0037036,              0.0037036,              0.0037036
                    320,                0.28218,                0.23238,                0.91256,                0.97455,                0.98704,                0.99382,                0.98243,                0.20793,                0.16457,                0.81394,              0.0036838,              0.0036838,              0.0036838
                    321,                0.29251,                0.23405,                0.92022,                0.97282,                0.99295,                0.99374,                0.98301,                0.21258,                0.16609,                0.81667,               0.003664,               0.003664,               0.003664
                    322,                0.28866,                0.22903,                 0.9194,                0.97756,                0.98694,                0.99356,                0.98411,                0.20622,                0.16089,                0.81144,              0.0036442,              0.0036442,              0.0036442
                    323,                0.29656,                0.23652,                0.92081,                 0.9886,                0.97258,                0.99299,                 0.9818,                0.20783,                0.16247,                 0.8126,              0.0036244,              0.0036244,              0.0036244
                    324,                0.30559,                0.23845,                0.92711,                0.98799,                0.97335,                0.99318,                0.98264,                0.20405,                0.16211,                0.81086,              0.0036046,              0.0036046,              0.0036046
                    325,                0.29577,                0.23029,                0.91585,                0.99139,                0.96457,                0.99365,                0.98361,                0.20499,                0.16664,                0.81076,              0.0035848,              0.0035848,              0.0035848
                    326,                0.28391,                0.22834,                0.91099,                0.99269,                0.96266,                0.99355,                0.98399,                0.20647,                0.16898,                0.81083,               0.003565,               0.003565,               0.003565
                    327,                0.27976,                0.22321,                0.91504,                0.99333,                 0.9631,                0.99319,                0.98284,                0.20538,                0.16945,                0.81027,              0.0035452,              0.0035452,              0.0035452
                    328,                0.27538,                0.21824,                0.90068,                 0.9952,                0.96339,                0.99322,                0.98544,                0.20121,                  0.165,                0.80721,              0.0035254,              0.0035254,              0.0035254
                    329,                0.28107,                0.23054,                0.91044,                0.98519,                0.97358,                0.99338,                0.98621,                0.20104,                0.16574,                0.80767,              0.0035056,              0.0035056,              0.0035056
                    330,                0.28309,                0.22533,                0.91008,                0.98477,                0.97358,                0.99333,                 0.9861,                0.20029,                0.15885,                 0.8073,              0.0034858,              0.0034858,              0.0034858
                    331,                0.29412,                0.23491,                0.92074,                0.96957,                0.99333,                0.99345,                0.98427,                0.19959,                0.15957,                0.80694,               0.003466,               0.003466,               0.003466
                    332,                0.28459,                0.22214,                 0.9042,                0.97019,                0.99626,                0.99345,                0.98457,                0.19879,                0.16284,                0.80859,              0.0034462,              0.0034462,              0.0034462
                    333,                0.28918,                0.22613,                0.91637,                0.97627,                 0.9865,                0.99353,                0.98287,                0.20393,                0.16221,                0.81243,              0.0034264,              0.0034264,              0.0034264
                    334,                0.27416,                0.22226,                0.92064,                 0.9744,                0.98867,                 0.9935,                0.98131,                0.21538,                0.17376,                 0.8198,              0.0034066,              0.0034066,              0.0034066
                    335,                0.28244,                0.22175,                0.91452,                0.97469,                0.98584,                0.99341,                 0.9844,                0.20733,                 0.1685,                0.81376,              0.0033868,              0.0033868,              0.0033868
                    336,                0.28312,                0.23014,                 0.9217,                0.97283,                0.98972,                0.99352,                 0.9846,                0.20499,                0.17053,                0.81034,               0.003367,               0.003367,               0.003367
                    337,                0.29165,                0.22854,                0.91481,                0.96578,                0.99439,                 0.9932,                0.98447,                0.20431,                0.16567,                0.80802,              0.0033472,              0.0033472,              0.0033472
                    338,                0.27191,                0.22343,                0.89542,                0.98012,                0.98305,                0.99349,                0.98246,                0.20636,                0.16619,                0.80934,              0.0033274,              0.0033274,              0.0033274
                    339,                0.27415,                0.21515,                0.90383,                0.97512,                0.99133,                0.99381,                0.98232,                0.20813,                0.16399,                0.80884,              0.0033076,              0.0033076,              0.0033076
                    340,                0.28163,                0.22363,                0.91307,                0.96829,                0.99522,                0.99374,                0.98267,                0.20749,                0.16455,                0.80924,              0.0032878,              0.0032878,              0.0032878
                    341,                0.28986,                0.23106,                0.91034,                0.97865,                0.98776,                0.99383,                0.98488,                 0.2068,                0.16585,                0.80864,               0.003268,               0.003268,               0.003268
                    342,                0.28014,                 0.2293,                 0.9052,                0.97682,                0.98777,                 0.9938,                0.98368,                0.20621,                0.16377,                 0.8079,              0.0032482,              0.0032482,              0.0032482
                    343,                0.28056,                0.22241,                0.90921,                0.99382,                0.97196,                0.99371,                0.98152,                0.20487,                0.16543,                0.80707,              0.0032284,              0.0032284,              0.0032284
                    344,                0.27396,                0.22032,                0.90967,                 0.9981,                0.96418,                0.99362,                0.98178,                0.20281,                0.17032,                0.80903,              0.0032086,              0.0032086,              0.0032086
                    345,                0.26659,                0.21079,                0.90163,                0.99713,                0.96616,                 0.9936,                0.98574,                0.20004,                0.16822,                0.80655,              0.0031888,              0.0031888,              0.0031888
                    346,                0.27396,                0.22258,                0.91264,                 0.9952,                0.96336,                0.99336,                 0.9843,                0.20375,                 0.1733,                0.80745,               0.003169,               0.003169,               0.003169
                    347,                0.27249,                0.22182,                 0.9097,                0.99444,                0.96477,                0.99352,                0.98547,                0.20096,                0.16831,                0.80609,              0.0031492,              0.0031492,              0.0031492
                    348,                0.27539,                0.21437,                0.91048,                0.97555,                0.98377,                0.99365,                0.98507,                0.20087,                0.16815,                 0.8067,              0.0031294,              0.0031294,              0.0031294
                    349,                 0.2613,                0.21063,                0.90033,                0.98387,                 0.9791,                0.99361,                0.98504,                0.20203,                0.16499,                 0.8075,              0.0031096,              0.0031096,              0.0031096
                    350,                0.27269,                0.21312,                0.91288,                0.97079,                 0.9927,                0.99365,                0.98554,                  0.203,                0.16613,                0.80847,              0.0030898,              0.0030898,              0.0030898
                    351,                0.28252,                0.22674,                 0.9155,                 0.9866,                0.97077,                0.99293,                0.98369,                0.20509,                0.16297,                0.81135,                0.00307,                0.00307,                0.00307
                    352,                0.26869,                0.22006,                0.89357,                0.98874,                0.96236,                0.99284,                0.98433,                0.20233,                0.16321,                0.80911,              0.0030502,              0.0030502,              0.0030502
                    353,                0.27951,                 0.2299,                0.90575,                0.98561,                0.96645,                0.99306,                0.98403,                0.20385,                0.15956,                0.80967,              0.0030304,              0.0030304,              0.0030304
                    354,                0.27217,                0.21254,                0.91317,                0.96821,                0.99626,                0.99356,                0.98313,                0.20521,                0.16092,                0.81147,              0.0030106,              0.0030106,              0.0030106
                    355,                0.28147,                0.22733,                0.90662,                0.98351,                0.97838,                0.99352,                0.98256,                0.20501,                0.16254,                0.81203,              0.0029908,              0.0029908,              0.0029908
                    356,                0.26807,                0.21351,                0.90563,                0.96274,                      1,                0.99357,                0.98384,                0.20363,                0.15736,                 0.8098,               0.002971,               0.002971,               0.002971
                    357,                0.27697,                 0.2262,                 0.9102,                0.99258,                0.97595,                 0.9936,                 0.9853,                0.19886,                0.15679,                0.80562,              0.0029512,              0.0029512,              0.0029512
                    358,                0.25968,                0.21514,                0.89805,                0.97139,                0.99644,                0.99367,                0.98622,                0.19496,                  0.155,                0.80461,              0.0029314,              0.0029314,              0.0029314
                    359,                 0.2597,                0.21118,                0.89902,                0.97085,                0.99495,                0.99351,                0.98628,                0.19568,                0.15685,                0.80563,              0.0029116,              0.0029116,              0.0029116
                    360,                0.27284,                0.22048,                0.91043,                0.97369,                0.99083,                0.99346,                0.98513,                0.19687,                0.15518,                 0.8046,              0.0028918,              0.0028918,              0.0028918
                    361,                0.26878,                 0.2136,                0.90181,                0.97842,                0.98502,                0.99345,                0.98501,                0.19702,                 0.1538,                0.80492,               0.002872,               0.002872,               0.002872
                    362,                0.25881,                0.21196,                0.89695,                0.97665,                0.98991,                0.99339,                0.98364,                0.19824,                0.15437,                0.80552,              0.0028522,              0.0028522,              0.0028522
                    363,                0.27664,                0.21968,                  0.916,                0.97505,                0.98464,                0.99323,                0.98555,                0.20027,                0.15324,                0.80702,              0.0028324,              0.0028324,              0.0028324
                    364,                0.27475,                0.21537,                0.90774,                0.96201,                0.99831,                0.99311,                0.98595,                 0.1994,                0.15443,                 0.8064,              0.0028126,              0.0028126,              0.0028126
                    365,                0.27016,                0.22847,                0.90314,                0.99657,                 0.9642,                0.99284,                0.98626,                0.19776,                0.15354,                0.80532,              0.0027928,              0.0027928,              0.0027928
                    366,                0.26782,                0.21307,                0.89631,                0.96155,                0.99831,                0.99312,                0.98714,                0.19554,                0.15477,                0.80499,               0.002773,               0.002773,               0.002773
                    367,                 0.2764,                0.23459,                0.90882,                0.96283,                      1,                0.99329,                 0.9853,                0.20023,                0.16023,                0.80748,              0.0027532,              0.0027532,              0.0027532
                    368,                0.27076,                0.22079,                0.90574,                0.96528,                0.99497,                 0.9933,                0.98572,                0.20415,                0.16216,                0.81042,              0.0027334,              0.0027334,              0.0027334
                    369,                0.25935,                0.20783,                0.90526,                0.99547,                0.96533,                0.99324,                0.98384,                0.20177,                0.15902,                0.80707,              0.0027136,              0.0027136,              0.0027136
                    370,                  0.265,                0.21918,                0.90362,                0.99633,                 0.9651,                0.99286,                0.98594,                0.19896,                0.16111,                0.80562,              0.0026938,              0.0026938,              0.0026938
                    371,                0.26361,                0.20955,                0.89851,                0.99699,                0.96511,                  0.993,                0.98599,                0.20104,                0.16171,                0.80653,               0.002674,               0.002674,               0.002674
                    372,                 0.2702,                0.21663,                 0.9075,                0.99669,                0.96413,                 0.9932,                0.98486,                0.20311,                0.15835,                0.80743,              0.0026542,              0.0026542,              0.0026542
                    373,                0.27781,                0.22065,                0.90862,                0.97901,                0.98051,                0.99333,                0.98335,                0.20376,                0.15621,                 0.8063,              0.0026344,              0.0026344,              0.0026344
                    374,                0.25593,                0.20475,                0.89156,                0.97134,                0.98945,                 0.9934,                0.98566,                0.20031,                0.15619,                  0.805,              0.0026146,              0.0026146,              0.0026146
                    375,                0.25443,                0.20341,                0.90417,                0.98421,                0.97874,                0.99336,                0.98632,                0.19944,                0.15614,                0.80496,              0.0025948,              0.0025948,              0.0025948
                    376,                0.24869,                0.20884,                0.90298,                0.97546,                0.98886,                 0.9933,                0.98787,                0.19667,                0.15311,                0.80335,               0.002575,               0.002575,               0.002575
                    377,                0.26182,                0.21039,                0.91195,                0.97757,                0.98705,                0.99333,                0.98584,                0.19713,                0.15457,                0.80335,              0.0025552,              0.0025552,              0.0025552
                    378,                 0.2586,                0.19928,                0.90636,                0.97593,                0.99048,                0.99333,                 0.9865,                0.19651,                0.15521,                0.80233,              0.0025354,              0.0025354,              0.0025354
                    379,                0.26498,                0.21119,                0.89802,                0.96664,                0.99474,                0.99345,                0.98494,                0.19778,                0.15244,                0.80374,              0.0025156,              0.0025156,              0.0025156
                    380,                0.26578,                0.21755,                0.90394,                0.96947,                0.99277,                0.99347,                0.98446,                0.19942,                0.15464,                0.80669,              0.0024958,              0.0024958,              0.0024958
                    381,                0.25429,                0.20434,                0.89748,                0.99704,                0.96338,                0.99326,                0.98448,                0.19924,                0.15256,                0.80791,               0.002476,               0.002476,               0.002476
                    382,                0.24284,                0.19975,                0.89256,                0.99688,                0.96393,                0.99342,                0.98645,                0.19946,                0.15428,                0.80873,              0.0024562,              0.0024562,              0.0024562
                    383,                0.25645,                0.19777,                0.90066,                0.99678,                0.96431,                0.99352,                0.98707,                0.19768,                0.15203,                0.80771,              0.0024364,              0.0024364,              0.0024364
                    384,                0.25064,                0.20835,                0.89469,                0.99405,                0.96879,                0.99358,                0.98726,                0.19547,                0.15172,                0.80569,              0.0024166,              0.0024166,              0.0024166
                    385,                0.25404,                0.21155,                0.88491,                0.99642,                0.97341,                 0.9937,                0.98701,                0.19466,                0.15772,                0.80489,              0.0023968,              0.0023968,              0.0023968
                    386,                0.25825,                0.21217,                0.89727,                0.96535,                0.99997,                0.99368,                0.98777,                0.19534,                0.15672,                0.80475,               0.002377,               0.002377,               0.002377
                    387,                 0.2645,                0.20852,                0.90128,                 0.9927,                0.97028,                0.99374,                0.98671,                0.19555,                0.15559,                0.80436,              0.0023572,              0.0023572,              0.0023572
                    388,                0.25752,                 0.2134,                0.90343,                0.99039,                0.97902,                0.99379,                0.98672,                0.19342,                0.15213,                 0.8029,              0.0023374,              0.0023374,              0.0023374
                    389,                0.25441,                0.20723,                0.89879,                 0.9914,                0.97777,                0.99391,                0.98753,                0.19496,                  0.153,                0.80435,              0.0023176,              0.0023176,              0.0023176
                    390,                0.24956,                0.20802,                0.89859,                0.99099,                0.97107,                 0.9938,                0.98711,                0.19206,                0.14879,                0.80271,              0.0022978,              0.0022978,              0.0022978
                    391,                0.25445,                0.19867,                0.89526,                0.98784,                0.97253,                 0.9937,                0.98738,                0.19079,                0.14955,                0.80176,               0.002278,               0.002278,               0.002278
                    392,                0.24566,                0.20063,                 0.8886,                0.99052,                0.97019,                0.99368,                0.98749,                0.19024,                0.14923,                0.80092,              0.0022582,              0.0022582,              0.0022582
                    393,                0.24299,                 0.1935,                0.89374,                0.96373,                0.99953,                0.99365,                0.98553,                0.19051,                0.14899,                0.79876,              0.0022384,              0.0022384,              0.0022384
                    394,                0.25533,                0.19851,                0.89675,                0.99635,                0.96536,                0.99355,                 0.9863,                 0.1885,                0.14874,                0.79787,              0.0022186,              0.0022186,              0.0022186
                    395,                0.25776,                0.20122,                0.88851,                0.99117,                0.97171,                0.99354,                0.98769,                0.18731,                0.14826,                0.79709,              0.0021988,              0.0021988,              0.0021988
                    396,                0.24549,                0.20531,                0.88562,                0.99276,                0.97028,                0.99354,                 0.9866,                0.18723,                0.14712,                0.79828,               0.002179,               0.002179,               0.002179
                    397,                0.25437,                0.19944,                0.89365,                0.99688,                0.96953,                 0.9935,                0.98765,                0.18758,                0.14833,                0.80042,              0.0021592,              0.0021592,              0.0021592
                    398,                0.25331,                 0.1995,                 0.8931,                0.99562,                0.96966,                0.99358,                0.98623,                0.18923,                  0.147,                0.80103,              0.0021394,              0.0021394,              0.0021394
                    399,                0.24526,                0.19868,                0.89616,                0.99379,                0.97045,                 0.9936,                0.98668,                 0.1889,                0.14805,                0.79973,              0.0021196,              0.0021196,              0.0021196
                    400,                0.25611,                0.21377,                0.89857,                0.99679,                0.97284,                0.99373,                0.98733,                0.18938,                0.14781,                0.79943,              0.0020998,              0.0020998,              0.0020998
                    401,                0.24158,                0.19547,                0.89863,                0.99684,                0.97177,                0.99374,                0.98613,                0.18725,                0.14564,                0.79944,                0.00208,                0.00208,                0.00208
                    402,                0.24174,                0.19447,                0.89087,                0.96411,                0.99772,                 0.9936,                0.98633,                 0.1855,                0.14446,                0.79886,              0.0020602,              0.0020602,              0.0020602
                    403,                0.25311,                0.19839,                0.88447,                0.99657,                0.96533,                0.99376,                0.98663,                 0.1874,                0.14523,                0.79942,              0.0020404,              0.0020404,              0.0020404
                    404,                0.25036,                0.19669,                0.89634,                0.98625,                0.97885,                 0.9938,                 0.9871,                0.18569,                0.15036,                 0.7975,              0.0020206,              0.0020206,              0.0020206
                    405,                0.24152,                0.19734,                0.89667,                0.98604,                0.98007,                0.99376,                0.98578,                0.18621,                0.15043,                0.79877,              0.0020008,              0.0020008,              0.0020008
                    406,                0.25295,                 0.1955,                0.90796,                0.98653,                 0.9799,                0.99372,                0.98627,                0.18698,                0.14921,                0.79982,               0.001981,               0.001981,               0.001981
                    407,                0.24454,                0.19726,                0.89874,                0.98717,                0.97764,                0.99366,                0.98671,                 0.1866,                 0.1512,                0.80016,              0.0019612,              0.0019612,              0.0019612
                    408,                0.25251,                0.18915,                0.90657,                0.98709,                0.97704,                0.99366,                0.98573,                0.18772,                0.15297,                0.80079,              0.0019414,              0.0019414,              0.0019414
                    409,                0.24487,                0.19362,                0.89081,                0.99632,                0.96832,                0.99355,                0.98575,                0.18695,                0.15231,                0.80117,              0.0019216,              0.0019216,              0.0019216
                    410,                0.25066,                0.19788,                0.89211,                0.96186,                      1,                0.99354,                0.98641,                0.18553,                0.15197,                0.79972,              0.0019018,              0.0019018,              0.0019018
                    411,                 0.2441,                0.20318,                0.90048,                0.99273,                0.97008,                0.99348,                0.98656,                0.18478,                0.15174,                0.79848,               0.001882,               0.001882,               0.001882
                    412,                0.24773,                0.19304,                0.89765,                0.99232,                0.97019,                0.99353,                 0.9861,                0.18318,                  0.149,                0.79805,              0.0018622,              0.0018622,              0.0018622
                    413,                0.23881,                0.19355,                0.88987,                0.98129,                0.98044,                0.99353,                0.98702,                0.17977,                0.14975,                0.79609,              0.0018424,              0.0018424,              0.0018424
                    414,                0.24331,                0.19904,                0.89981,                0.98481,                0.97833,                0.99352,                0.98655,                0.18129,                0.14883,                0.79624,              0.0018226,              0.0018226,              0.0018226
                    415,                 0.2517,                0.19939,                0.89856,                0.99055,                0.96886,                0.99356,                0.98644,                 0.1835,                0.14742,                0.79691,              0.0018028,              0.0018028,              0.0018028
                    416,                0.24386,                0.19501,                0.89522,                0.99797,                0.96532,                0.99366,                0.98669,                0.18279,                0.14582,                0.79735,               0.001783,               0.001783,               0.001783
                    417,                 0.2464,                0.19935,                0.90018,                0.96521,                0.99909,                0.99376,                0.98721,                0.18355,                 0.1432,                 0.7982,              0.0017632,              0.0017632,              0.0017632
                    418,                0.23435,                0.19247,                0.88691,                   0.97,                0.99823,                0.99365,                0.98578,                0.18372,                0.14439,                0.79875,              0.0017434,              0.0017434,              0.0017434
                    419,                0.23707,                0.19168,                 0.8927,                0.96839,                0.99661,                0.99379,                0.98602,                0.18434,                0.14227,                 0.7997,              0.0017236,              0.0017236,              0.0017236
                    420,                0.23155,                0.18681,                0.89689,                0.96749,                0.99831,                0.99375,                0.98768,                0.18246,                0.14104,                0.79848,              0.0017038,              0.0017038,              0.0017038
                    421,                0.23721,                 0.1926,                0.89533,                0.96659,                0.99825,                0.99371,                0.98889,                 0.1792,                0.14107,                0.79597,               0.001684,               0.001684,               0.001684
                    422,                0.22513,                 0.1815,                0.88206,                0.99296,                0.97515,                0.99377,                  0.988,                0.17954,                0.14208,                0.79509,              0.0016642,              0.0016642,              0.0016642
                    423,                0.24696,                 0.1939,                 0.8904,                0.97931,                0.98249,                 0.9936,                0.98727,                0.18222,                0.14312,                0.79732,              0.0016444,              0.0016444,              0.0016444
                    424,                0.24105,                 0.1831,                0.89952,                0.98017,                0.98361,                0.99366,                0.98629,                0.18185,                 0.1424,                 0.7979,              0.0016246,              0.0016246,              0.0016246
                    425,                0.23964,                0.19596,                 0.8933,                0.96423,                      1,                0.99362,                0.98625,                0.18212,                0.14235,                0.79752,              0.0016048,              0.0016048,              0.0016048
                    426,                0.23918,                0.18821,                0.88898,                 0.9646,                0.99807,                 0.9935,                0.98678,                0.18105,                0.14229,                0.79665,               0.001585,               0.001585,               0.001585
                    427,                0.23249,                0.18485,                0.88842,                0.97171,                0.99177,                0.99352,                 0.9869,                0.17944,                0.14259,                0.79636,              0.0015652,              0.0015652,              0.0015652
                    428,                0.22947,                0.18996,                0.88404,                0.97161,                0.99276,                0.99356,                0.98672,                0.18138,                0.14272,                0.79644,              0.0015454,              0.0015454,              0.0015454
                    429,                0.23783,                0.18607,                0.88148,                0.98777,                0.97488,                0.99374,                 0.9869,                0.18305,                 0.1435,                0.79685,              0.0015256,              0.0015256,              0.0015256
                    430,                0.23862,                0.19368,                0.88171,                0.99775,                0.96417,                0.99357,                0.98662,                 0.1825,                  0.142,                0.79623,              0.0015058,              0.0015058,              0.0015058
                    431,                0.22817,                0.17949,                0.89284,                0.97872,                0.98896,                0.99366,                0.98673,                0.17985,                0.14378,                0.79592,               0.001486,               0.001486,               0.001486
                    432,                0.22075,                0.18504,                0.88718,                 0.9798,                 0.9849,                 0.9936,                0.98727,                0.17946,                0.14265,                0.79599,              0.0014662,              0.0014662,              0.0014662
                    433,                0.23215,                0.18946,                0.88971,                 0.9646,                0.99813,                 0.9935,                 0.9873,                0.17852,                0.14254,                 0.7953,              0.0014464,              0.0014464,              0.0014464
                    434,                0.22395,                0.17737,                0.89633,                0.96191,                      1,                0.99346,                0.98769,                0.17734,                 0.1406,                0.79458,              0.0014266,              0.0014266,              0.0014266
                    435,                0.23159,                0.18689,                0.89152,                0.99854,                0.96348,                0.99364,                0.98868,                0.17741,                0.14015,                0.79537,              0.0014068,              0.0014068,              0.0014068
                    436,                0.24526,                0.19924,                0.89014,                0.96259,                      1,                 0.9937,                0.98807,                0.17802,                0.13902,                0.79418,               0.001387,               0.001387,               0.001387
                    437,                0.23891,                0.18749,                 0.9018,                0.96724,                      1,                0.99356,                0.98737,                0.17782,                0.14035,                  0.794,              0.0013672,              0.0013672,              0.0013672
                    438,                0.23724,                0.19446,                0.89661,                0.97668,                 0.9867,                0.99359,                0.98647,                0.17711,                0.14079,                0.79365,              0.0013474,              0.0013474,              0.0013474
                    439,                0.23968,                0.19632,                0.89611,                0.97556,                0.99252,                0.99365,                0.98708,                0.17646,                0.14137,                 0.7941,              0.0013276,              0.0013276,              0.0013276
                    440,                0.22274,                0.17284,                0.88537,                0.97579,                0.99252,                0.99362,                0.98738,                0.17684,                0.14076,                 0.7946,              0.0013078,              0.0013078,              0.0013078
                    441,                0.22735,                0.18185,                0.87953,                 0.9717,                0.99252,                 0.9936,                 0.9881,                0.17595,                0.13844,                0.79466,               0.001288,               0.001288,               0.001288
                    442,                0.22802,                0.18273,                0.88978,                0.96924,                  0.994,                0.99364,                0.98807,                0.17631,                0.13703,                0.79455,              0.0012682,              0.0012682,              0.0012682
                    443,                0.23521,                0.18259,                0.88896,                 0.9765,                0.98784,                0.99364,                0.98694,                0.17647,                0.13617,                0.79439,              0.0012484,              0.0012484,              0.0012484
                    444,                0.22186,                0.18617,                0.88806,                0.97749,                0.98879,                0.99364,                0.98749,                0.17559,                0.13609,                0.79358,              0.0012286,              0.0012286,              0.0012286
                    445,                0.22822,                0.19415,                0.88603,                0.98014,                0.98784,                0.99353,                0.98755,                0.17508,                0.13533,                0.79311,              0.0012088,              0.0012088,              0.0012088
                    446,                0.22994,                0.17885,                0.89048,                0.97675,                0.99065,                 0.9937,                0.98794,                0.17486,                0.13283,                 0.7931,               0.001189,               0.001189,               0.001189
                    447,                0.22466,                0.18141,                0.89417,                0.96735,                0.99626,                0.99375,                  0.988,                 0.1748,                0.13425,                0.79202,              0.0011692,              0.0011692,              0.0011692
                    448,                0.23408,                0.18426,                0.89706,                0.97611,                0.99214,                 0.9937,                0.98828,                0.17348,                0.13178,                0.79149,              0.0011494,              0.0011494,              0.0011494
                    449,                0.21984,                 0.1766,                 0.8951,                0.97821,                0.99083,                0.99374,                 0.9884,                0.17382,                0.13379,                0.79135,              0.0011296,              0.0011296,              0.0011296
                    450,                0.21745,                0.16975,                0.88773,                0.97419,                0.99157,                0.99371,                0.98871,                0.17357,                0.13367,                0.79134,              0.0011098,              0.0011098,              0.0011098
                    451,                0.23967,                0.18476,                0.89395,                0.97817,                 0.9899,                0.99373,                0.98809,                0.17449,                0.13457,                  0.791,                0.00109,                0.00109,                0.00109
                    452,                0.22854,                0.18819,                0.88702,                0.97917,                0.99035,                0.99379,                 0.9883,                0.17319,                0.13496,                 0.7898,              0.0010702,              0.0010702,              0.0010702
                    453,                0.21738,                0.17313,                0.87903,                0.97092,                0.99422,                0.99376,                0.98856,                0.17264,                0.13542,                0.78974,              0.0010504,              0.0010504,              0.0010504
                    454,                0.21715,                0.17202,                0.88664,                0.96705,                0.99626,                0.99376,                0.98854,                 0.1718,                0.13511,                0.78935,              0.0010306,              0.0010306,              0.0010306
                    455,                0.21539,                0.17302,                0.87404,                0.96404,                      1,                0.99349,                0.98772,                0.17195,                0.13324,                0.79001,              0.0010108,              0.0010108,              0.0010108
                    456,                0.21487,                0.17736,                0.88704,                0.96361,                      1,                0.99343,                0.98795,                0.17272,                0.13336,                0.79042,               0.000991,               0.000991,               0.000991
                    457,                 0.2263,                0.17464,                0.88627,                  0.998,                 0.9632,                0.99346,                0.98799,                0.17407,                 0.1355,                0.79109,              0.0009712,              0.0009712,              0.0009712
                    458,                 0.2149,                0.17376,                0.88697,                0.98556,                0.97879,                0.99357,                0.98805,                0.17283,                0.13531,                0.79096,              0.0009514,              0.0009514,              0.0009514
                    459,                0.22632,                 0.1855,                0.88958,                0.98511,                0.97547,                0.99361,                0.98757,                0.17283,                0.13423,                0.79126,              0.0009316,              0.0009316,              0.0009316
                    460,                0.22965,                0.18219,                0.88848,                 0.9866,                0.97579,                0.99372,                0.98778,                0.17372,                 0.1368,                 0.7915,              0.0009118,              0.0009118,              0.0009118
                    461,                0.21813,                0.17524,                0.88601,                0.96847,                0.99499,                0.99369,                0.98757,                0.17398,                0.13662,                0.79098,               0.000892,               0.000892,               0.000892
                    462,                0.22388,                0.17752,                0.88475,                0.97479,                0.99032,                 0.9937,                0.98778,                0.17394,                0.13549,                0.79053,              0.0008722,              0.0008722,              0.0008722
                    463,                0.22665,                 0.1801,                0.89254,                0.97715,                0.98726,                0.99366,                0.98798,                0.17238,                0.13689,                0.79021,              0.0008524,              0.0008524,              0.0008524
                    464,                0.22294,                0.17755,                 0.8955,                0.97584,                0.98981,                0.99366,                0.98784,                0.17177,                0.13544,                0.78968,              0.0008326,              0.0008326,              0.0008326
                    465,                 0.2245,                 0.1777,                 0.8835,                0.97395,                0.99252,                0.99366,                0.98743,                0.17169,                0.13517,                0.78927,              0.0008128,              0.0008128,              0.0008128
                    466,                0.21769,                0.17638,                0.88373,                0.97293,                0.99252,                 0.9937,                0.98818,                0.17236,                0.13406,                0.78976,               0.000793,               0.000793,               0.000793
                    467,                0.21668,                0.17834,                0.88947,                0.97257,                0.99423,                0.99368,                0.98739,                0.17317,                0.13321,                0.78984,              0.0007732,              0.0007732,              0.0007732
                    468,                0.21715,                0.17003,                0.88078,                0.98119,                0.98062,                0.99378,                 0.9878,                0.17377,                0.13293,                0.79036,              0.0007534,              0.0007534,              0.0007534
                    469,                0.22182,                0.17571,                0.88432,                0.98576,                0.98107,                0.99373,                0.98786,                0.17424,                0.13284,                0.79147,              0.0007336,              0.0007336,              0.0007336
                    470,                0.22415,                0.18007,                0.88776,                0.98562,                0.97731,                0.99369,                0.98775,                0.17437,                0.13363,                0.79166,              0.0007138,              0.0007138,              0.0007138
                    471,                0.21644,                0.17277,                0.88808,                0.96639,                0.99406,                0.99365,                0.98825,                0.17382,                 0.1345,                0.79117,               0.000694,               0.000694,               0.000694
